Country/Territory	DrugGroup
United States of America	Cocaine-type
United States of America	Cocaine-type
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Substances not under international control
United States of America	Substances not under international control
United States of America	Substances not under international control
United States of America	Substances not under international control
United States of America	Substances not under international control
United States of America	Substances not under international control
United States of America	ATS
United States of America	ATS
United States of America	ATS
United States of America	ATS
United States of America	ATS
United States of America	ATS
United States of America	ATS
United States of America	ATS
United States of America	ATS
United States of America	ATS
United States of America	Cannabis-type
United States of America	Cannabis-type
United States of America	Cannabis-type
United States of America	Cannabis-type
United States of America	Cannabis-type
United States of America	Cannabis-type
United States of America	Cannabis-type
United States of America	Cannabis-type
United States of America	Cannabis-type
United States of America	Cannabis-type
United States of America	Cocaine-type
United States of America	Cocaine-type
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Substances not under international control
United States of America	Substances not under international control
United States of America	Substances not under international control
United States of America	Substances not under international control
United States of America	Substances not under international control
United States of America	Substances not under international control
United States of America	Substances not under international control
United States of America	ATS
United States of America	ATS
United States of America	ATS
United States of America	ATS
United States of America	ATS
United States of America	ATS
United States of America	ATS
United States of America	ATS
United States of America	ATS
United States of America	ATS
United States of America	Cannabis-type
United States of America	Cannabis-type
United States of America	Cannabis-type
United States of America	Cannabis-type
United States of America	Cannabis-type
United States of America	Cannabis-type
United States of America	Cannabis-type
United States of America	Cannabis-type
United States of America	Cocaine-type
United States of America	Cocaine-type
United States of America	Cocaine-type
United States of America	Cocaine-type
United States of America	Cocaine-type
United States of America	Cocaine-type
United States of America	Cocaine-type
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Hallucinogens
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Opioids
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Sedatives and Tranquillizers
United States of America	Substances not under international control
United States of America	Substances not under international control
United States of America	Substances not under international control
United States of America	Substances not under international control
United States of America	Substances not under international control
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Hallucinogens
Argentina	Hallucinogens
Argentina	Hallucinogens
Argentina	Hallucinogens
Argentina	Hallucinogens
Argentina	Non-specified
Argentina	Non-specified
Argentina	Opioids
Argentina	Opioids
Argentina	Opioids
Argentina	Opioids
Argentina	Opioids
Argentina	Sedatives and Tranquillizers
Argentina	Sedatives and Tranquillizers
Argentina	Sedatives and Tranquillizers
Argentina	Sedatives and Tranquillizers
Argentina	Sedatives and Tranquillizers
Argentina	Solvents and Inhallants
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Hallucinogens
Argentina	Hallucinogens
Argentina	Hallucinogens
Argentina	Non-specified
Argentina	Opioids
Argentina	Opioids
Argentina	Sedatives and Tranquillizers
Argentina	Sedatives and Tranquillizers
Argentina	Solvents and Inhallants
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Hallucinogens
Argentina	Hallucinogens
Argentina	Hallucinogens
Argentina	Hallucinogens
Argentina	Hallucinogens
Argentina	Non-specified
Argentina	Opioids
Argentina	Opioids
Argentina	Opioids
Argentina	Opioids
Argentina	Opioids
Argentina	Opioids
Argentina	Opioids
Argentina	Sedatives and Tranquillizers
Argentina	Sedatives and Tranquillizers
Argentina	Sedatives and Tranquillizers
Argentina	Sedatives and Tranquillizers
Argentina	Sedatives and Tranquillizers
Argentina	Sedatives and Tranquillizers
Argentina	Solvents and Inhallants
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Hallucinogens
Argentina	Opioids
Argentina	Opioids
Argentina	Sedatives and Tranquillizers
Argentina	Sedatives and Tranquillizers
Argentina	Sedatives and Tranquillizers
Argentina	Sedatives and Tranquillizers
Argentina	Solvents and Inhallants
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	Substances not under international control
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	ATS
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cannabis-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Cocaine-type
Argentina	Hallucinogens
Argentina	Hallucinogens
Argentina	Opioids
Argentina	Sedatives and Tranquillizers
Argentina	Sedatives and Tranquillizers
Argentina	Solvents and Inhallants
Argentina	Substances not under international control
Argentina	Substances not under international control
Bolivia (Plurinational State of)	Cannabis-type
Bolivia (Plurinational State of)	Cannabis-type
Bolivia (Plurinational State of)	Cocaine-type
Bolivia (Plurinational State of)	Cocaine-type
Bolivia (Plurinational State of)	Cannabis-type
Bolivia (Plurinational State of)	Cannabis-type
Bolivia (Plurinational State of)	Cocaine-type
Bolivia (Plurinational State of)	Cannabis-type
Bolivia (Plurinational State of)	Cannabis-type
Bolivia (Plurinational State of)	Cocaine-type
Bolivia (Plurinational State of)	Cannabis-type
Bolivia (Plurinational State of)	Cannabis-type
Bolivia (Plurinational State of)	Cocaine-type
Bolivia (Plurinational State of)	Cannabis-type
Bolivia (Plurinational State of)	Cannabis-type
Bolivia (Plurinational State of)	Cocaine-type
Brazil	ATS
Brazil	ATS
Brazil	ATS
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cocaine-type
Brazil	Cocaine-type
Brazil	Cocaine-type
Brazil	Hallucinogens
Brazil	Opioids
Brazil	Solvents and Inhallants
Brazil	Substances not under international control
Brazil	ATS
Brazil	ATS
Brazil	ATS
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cocaine-type
Brazil	Cocaine-type
Brazil	Hallucinogens
Brazil	Opioids
Brazil	Other miscellaneous
Brazil	ATS
Brazil	ATS
Brazil	ATS
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cocaine-type
Brazil	Hallucinogens
Brazil	Opioids
Brazil	ATS
Brazil	ATS
Brazil	ATS
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cocaine-type
Brazil	Hallucinogens
Brazil	ATS
Brazil	ATS
Brazil	ATS
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cannabis-type
Brazil	Cocaine-type
Brazil	Hallucinogens
Chile	ATS
Chile	ATS
Chile	ATS
Chile	ATS
Chile	ATS
Chile	ATS
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cocaine-type
Chile	Cocaine-type
Chile	Cocaine-type
Chile	Hallucinogens
Chile	Hallucinogens
Chile	Opioids
Chile	Sedatives and Tranquillizers
Chile	Substances not under international control
Chile	Substances not under international control
Chile	Substances not under international control
Chile	Substances not under international control
Chile	ATS
Chile	ATS
Chile	ATS
Chile	ATS
Chile	ATS
Chile	ATS
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cocaine-type
Chile	Cocaine-type
Chile	Cocaine-type
Chile	Hallucinogens
Chile	Hallucinogens
Chile	Hallucinogens
Chile	Hallucinogens
Chile	Hallucinogens
Chile	Opioids
Chile	Opioids
Chile	Sedatives and Tranquillizers
Chile	Substances not under international control
Chile	Substances not under international control
Chile	Substances not under international control
Chile	ATS
Chile	ATS
Chile	ATS
Chile	ATS
Chile	ATS
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cocaine-type
Chile	Cocaine-type
Chile	Cocaine-type
Chile	Cocaine-type
Chile	Hallucinogens
Chile	Hallucinogens
Chile	Hallucinogens
Chile	Hallucinogens
Chile	Hallucinogens
Chile	Hallucinogens
Chile	Hallucinogens
Chile	Sedatives and Tranquillizers
Chile	Sedatives and Tranquillizers
Chile	Sedatives and Tranquillizers
Chile	Substances not under international control
Chile	Substances not under international control
Chile	Substances not under international control
Chile	Substances not under international control
Chile	ATS
Chile	ATS
Chile	ATS
Chile	ATS
Chile	ATS
Chile	ATS
Chile	ATS
Chile	ATS
Chile	ATS
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cocaine-type
Chile	Cocaine-type
Chile	Cocaine-type
Chile	Cocaine-type
Chile	Hallucinogens
Chile	Hallucinogens
Chile	Hallucinogens
Chile	Hallucinogens
Chile	Opioids
Chile	Opioids
Chile	Sedatives and Tranquillizers
Chile	Substances not under international control
Chile	Substances not under international control
Chile	Substances not under international control
Chile	ATS
Chile	ATS
Chile	ATS
Chile	ATS
Chile	ATS
Chile	ATS
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cannabis-type
Chile	Cocaine-type
Chile	Cocaine-type
Chile	Cocaine-type
Chile	Cocaine-type
Chile	Hallucinogens
Chile	Hallucinogens
Chile	Non-specified
Chile	Opioids
Colombia	ATS
Colombia	Cannabis-type
Colombia	Cocaine-type
Colombia	Cocaine-type
Colombia	Cocaine-type
Colombia	Cocaine-type
Colombia	Hallucinogens
Colombia	Hallucinogens
Colombia	Opioids
Colombia	Opioids
Colombia	Sedatives and Tranquillizers
Colombia	ATS
Colombia	Cannabis-type
Colombia	Cocaine-type
Colombia	Cocaine-type
Colombia	Cocaine-type
Colombia	Cocaine-type
Colombia	Hallucinogens
Colombia	Hallucinogens
Colombia	Opioids
Colombia	Opioids
Colombia	Sedatives and Tranquillizers
Colombia	ATS
Colombia	Cannabis-type
Colombia	Cocaine-type
Colombia	Cocaine-type
Colombia	Cocaine-type
Colombia	Cocaine-type
Colombia	Hallucinogens
Colombia	Hallucinogens
Colombia	Opioids
Colombia	Sedatives and Tranquillizers
Colombia	ATS
Colombia	Cannabis-type
Colombia	Cocaine-type
Colombia	Cocaine-type
Colombia	Cocaine-type
Colombia	Cocaine-type
Colombia	Hallucinogens
Colombia	Hallucinogens
Colombia	Opioids
Colombia	Opioids
Colombia	Opioids
Colombia	Sedatives and Tranquillizers
Colombia	ATS
Colombia	Cannabis-type
Colombia	Cocaine-type
Colombia	Cocaine-type
Colombia	Cocaine-type
Colombia	Cocaine-type
Colombia	Hallucinogens
Colombia	Hallucinogens
Colombia	Hallucinogens
Colombia	Opioids
Colombia	Opioids
Colombia	Opioids
Colombia	Sedatives and Tranquillizers
Ecuador	ATS
Ecuador	ATS
Ecuador	Cannabis-type
Ecuador	Cannabis-type
Ecuador	Cannabis-type
Ecuador	Cocaine-type
Ecuador	Cocaine-type
Ecuador	Cocaine-type
Ecuador	Hallucinogens
Ecuador	Opioids
Ecuador	Opioids
Ecuador	Precursors
Ecuador	Precursors
Ecuador	ATS
Ecuador	ATS
Ecuador	Cannabis-type
Ecuador	Cannabis-type
Ecuador	Cannabis-type
Ecuador	Cocaine-type
Ecuador	Cocaine-type
Ecuador	Hallucinogens
Ecuador	Opioids
Ecuador	ATS
Ecuador	ATS
Ecuador	ATS
Ecuador	Cannabis-type
Ecuador	Cannabis-type
Ecuador	Cannabis-type
Ecuador	Cannabis-type
Ecuador	Cocaine-type
Ecuador	Cocaine-type
Ecuador	Hallucinogens
Ecuador	Opioids
Ecuador	ATS
Ecuador	Cannabis-type
Ecuador	Cannabis-type
Ecuador	Cannabis-type
Ecuador	Cocaine-type
Ecuador	Cocaine-type
Ecuador	Cocaine-type
Ecuador	Opioids
Ecuador	Cannabis-type
Ecuador	Cannabis-type
Ecuador	Cannabis-type
Ecuador	Cannabis-type
Ecuador	Cocaine-type
Ecuador	Cocaine-type
Ecuador	Cocaine-type
Ecuador	Opioids
Guyana	Cannabis-type
Guyana	Cocaine-type
Guyana	Cannabis-type
Guyana	Cannabis-type
Guyana	Cannabis-type
Guyana	Cocaine-type
Guyana	Cocaine-type
Paraguay	ATS
Paraguay	ATS
Paraguay	ATS
Paraguay	ATS
Paraguay	Cannabis-type
Paraguay	Cannabis-type
Paraguay	Cannabis-type
Paraguay	Cocaine-type
Paraguay	Cocaine-type
Paraguay	Hallucinogens
Paraguay	Precursors
Paraguay	Precursors
Paraguay	Sedatives and Tranquillizers
Paraguay	Sedatives and Tranquillizers
Paraguay	Sedatives and Tranquillizers
Paraguay	ATS
Paraguay	ATS
Paraguay	ATS
Paraguay	Cannabis-type
Paraguay	Cannabis-type
Paraguay	Cannabis-type
Paraguay	Cocaine-type
Paraguay	Cocaine-type
Paraguay	Hallucinogens
Paraguay	ATS
Paraguay	Cannabis-type
Paraguay	Cannabis-type
Paraguay	Cannabis-type
Paraguay	Cannabis-type
Paraguay	Cannabis-type
Paraguay	Cocaine-type
Paraguay	Cocaine-type
Paraguay	Hallucinogens
Paraguay	ATS
Paraguay	Cannabis-type
Paraguay	Cannabis-type
Paraguay	Cannabis-type
Paraguay	Cannabis-type
Paraguay	Cocaine-type
Paraguay	Cocaine-type
Paraguay	Cocaine-type
Paraguay	Hallucinogens
Paraguay	ATS
Paraguay	ATS
Paraguay	Cannabis-type
Paraguay	Cannabis-type
Paraguay	Cannabis-type
Paraguay	Cannabis-type
Paraguay	Cocaine-type
Paraguay	Cocaine-type
Paraguay	Cocaine-type
Paraguay	Hallucinogens
Peru	ATS
Peru	Cannabis-type
Peru	Cocaine-type
Peru	Cocaine-type
Peru	Cannabis-type
Peru	Cannabis-type
Peru	Cannabis-type
Peru	Cocaine-type
Peru	Cocaine-type
Peru	Cocaine-type
Peru	Cannabis-type
Peru	Cannabis-type
Peru	Cannabis-type
Peru	Cocaine-type
Peru	Cocaine-type
Peru	Cocaine-type
Peru	Opioids
Peru	ATS
Peru	Cannabis-type
Peru	Cannabis-type
Peru	Cocaine-type
Peru	Cocaine-type
Peru	Cocaine-type
Peru	Opioids
Peru	Opioids
Peru	Cannabis-type
Peru	Cocaine-type
Peru	Cocaine-type
Peru	Cocaine-type
Peru	Precursors
Suriname	ATS
Suriname	Cannabis-type
Suriname	Cannabis-type
Suriname	Cocaine-type
Suriname	ATS
Suriname	Cannabis-type
Suriname	Cocaine-type
Suriname	Cocaine-type
Suriname	ATS
Suriname	Cannabis-type
Suriname	Cannabis-type
Suriname	Cocaine-type
Suriname	Cocaine-type
Suriname	Opioids
Uruguay	ATS
Uruguay	ATS
Uruguay	ATS
Uruguay	Cannabis-type
Uruguay	Cannabis-type
Uruguay	Cannabis-type
Uruguay	Cannabis-type
Uruguay	Cannabis-type
Uruguay	Cannabis-type
Uruguay	Cannabis-type
Uruguay	Cocaine-type
Uruguay	Cocaine-type
Uruguay	Cocaine-type
Uruguay	Cocaine-type
Uruguay	Hallucinogens
Uruguay	Hallucinogens
Uruguay	Opioids
Uruguay	ATS
Uruguay	ATS
Uruguay	Cannabis-type
Uruguay	Cannabis-type
Uruguay	Cannabis-type
Uruguay	Cannabis-type
Uruguay	Cannabis-type
Uruguay	Cocaine-type
Uruguay	Cocaine-type
Uruguay	Cocaine-type
Uruguay	Hallucinogens
Uruguay	ATS
Uruguay	ATS
Uruguay	ATS
Uruguay	Cannabis-type
Uruguay	Cannabis-type
Uruguay	Cannabis-type
Uruguay	Cannabis-type
Uruguay	Cannabis-type
Uruguay	Cocaine-type
Uruguay	Cocaine-type
Uruguay	Cocaine-type
Uruguay	Hallucinogens
Uruguay	Opioids
Uruguay	Substances not under international control
Uruguay	ATS
Uruguay	ATS
Uruguay	Cannabis-type
Uruguay	Cannabis-type
Uruguay	Cannabis-type
Uruguay	Cocaine-type
Uruguay	Cocaine-type
Uruguay	Hallucinogens
Uruguay	Cannabis-type
Uruguay	Cocaine-type
Uruguay	Cocaine-type
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	Cannabis-type
Venezuela (Bolivarian Republic of)	Cannabis-type
Venezuela (Bolivarian Republic of)	Cocaine-type
Venezuela (Bolivarian Republic of)	Cocaine-type
Venezuela (Bolivarian Republic of)	Cocaine-type
Venezuela (Bolivarian Republic of)	Hallucinogens
Venezuela (Bolivarian Republic of)	Hallucinogens
Venezuela (Bolivarian Republic of)	Opioids
Venezuela (Bolivarian Republic of)	Solvents and Inhallants
Venezuela (Bolivarian Republic of)	Solvents and Inhallants
Venezuela (Bolivarian Republic of)	Substances not under international control
Venezuela (Bolivarian Republic of)	Substances not under international control
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	Cannabis-type
Venezuela (Bolivarian Republic of)	Cannabis-type
Venezuela (Bolivarian Republic of)	Cocaine-type
Venezuela (Bolivarian Republic of)	Cocaine-type
Venezuela (Bolivarian Republic of)	Cocaine-type
Venezuela (Bolivarian Republic of)	Opioids
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	Cannabis-type
Venezuela (Bolivarian Republic of)	Cannabis-type
Venezuela (Bolivarian Republic of)	Cocaine-type
Venezuela (Bolivarian Republic of)	Cocaine-type
Venezuela (Bolivarian Republic of)	Cocaine-type
Venezuela (Bolivarian Republic of)	Opioids
Venezuela (Bolivarian Republic of)	Solvents and Inhallants
Venezuela (Bolivarian Republic of)	Solvents and Inhallants
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	Cannabis-type
Venezuela (Bolivarian Republic of)	Cannabis-type
Venezuela (Bolivarian Republic of)	Cocaine-type
Venezuela (Bolivarian Republic of)	Cocaine-type
Venezuela (Bolivarian Republic of)	Cocaine-type
Venezuela (Bolivarian Republic of)	Cocaine-type
Venezuela (Bolivarian Republic of)	Hallucinogens
Venezuela (Bolivarian Republic of)	Opioids
Venezuela (Bolivarian Republic of)	Sedatives and Tranquillizers
Venezuela (Bolivarian Republic of)	Solvents and Inhallants
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	ATS
Venezuela (Bolivarian Republic of)	Cannabis-type
Venezuela (Bolivarian Republic of)	Cannabis-type
Venezuela (Bolivarian Republic of)	Cocaine-type
Venezuela (Bolivarian Republic of)	Cocaine-type
Venezuela (Bolivarian Republic of)	Cocaine-type
Venezuela (Bolivarian Republic of)	Cocaine-type
Venezuela (Bolivarian Republic of)	Opioids
Venezuela (Bolivarian Republic of)	Sedatives and Tranquillizers
Venezuela (Bolivarian Republic of)	Sedatives and Tranquillizers
Venezuela (Bolivarian Republic of)	Sedatives and Tranquillizers
Venezuela (Bolivarian Republic of)	Solvents and Inhallants
Armenia	ATS
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cocaine-type
Armenia	Non-specified
Armenia	Opioids
Armenia	Opioids
Armenia	Opioids
Armenia	Opioids
Armenia	Substances not under international control
Armenia	ATS
Armenia	ATS
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cocaine-type
Armenia	Opioids
Armenia	Opioids
Armenia	Opioids
Armenia	ATS
Armenia	ATS
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cocaine-type
Armenia	Opioids
Armenia	Opioids
Armenia	ATS
Armenia	ATS
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cocaine-type
Armenia	Opioids
Armenia	Opioids
Armenia	Opioids
Armenia	Opioids
Armenia	Opioids
Armenia	Opioids
Armenia	Sedatives and Tranquillizers
Armenia	Sedatives and Tranquillizers
Armenia	Sedatives and Tranquillizers
Armenia	ATS
Armenia	ATS
Armenia	ATS
Armenia	ATS
Armenia	ATS
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cannabis-type
Armenia	Cocaine-type
Armenia	Opioids
Armenia	Opioids
Armenia	Opioids
Armenia	Opioids
Armenia	Opioids
Armenia	Opioids
Armenia	Opioids
Armenia	Opioids
Armenia	Sedatives and Tranquillizers
Armenia	Sedatives and Tranquillizers
Azerbaijan	Cannabis-type
Azerbaijan	Cannabis-type
Azerbaijan	Cocaine-type
Azerbaijan	Non-specified
Azerbaijan	Opioids
Azerbaijan	Opioids
Azerbaijan	Cannabis-type
Azerbaijan	Cannabis-type
Azerbaijan	Cannabis-type
Azerbaijan	Non-specified
Azerbaijan	Opioids
Azerbaijan	Opioids
Azerbaijan	ATS
Azerbaijan	Cannabis-type
Azerbaijan	Cannabis-type
Azerbaijan	Opioids
Azerbaijan	Opioids
Azerbaijan	ATS
Azerbaijan	Cannabis-type
Azerbaijan	Cannabis-type
Azerbaijan	Opioids
Azerbaijan	Opioids
Azerbaijan	Cannabis-type
Azerbaijan	Cannabis-type
Azerbaijan	Cannabis-type
Azerbaijan	Cocaine-type
Azerbaijan	Opioids
Azerbaijan	Opioids
Azerbaijan	Substances not under international control
Georgia	ATS
Georgia	ATS
Georgia	ATS
Georgia	Cannabis-type
Georgia	Cannabis-type
Georgia	Cannabis-type
Georgia	Cannabis-type
Georgia	Cocaine-type
Georgia	Hallucinogens
Georgia	Opioids
Georgia	Opioids
Georgia	Opioids
Georgia	Opioids
Georgia	Sedatives and Tranquillizers
Georgia	ATS
Georgia	ATS
Georgia	ATS
Georgia	ATS
Georgia	Cannabis-type
Georgia	Cannabis-type
Georgia	Cannabis-type
Georgia	Cocaine-type
Georgia	Hallucinogens
