Country/Territory	DrugGroup
India	Cocaine-type
India	Hallucinogens
India	Hallucinogens
India	Non-specified
India	Opioids
India	Opioids
India	Opioids
India	Opioids
India	Opioids
India	Opioids
India	Opioids
India	Opioids
India	Opioids
India	Precursors
India	Precursors
India	Sedatives and Tranquillizers
India	Substances not under international control
India	Substances not under international control
India	ATS
India	ATS
India	ATS
India	ATS
India	ATS
India	ATS
India	Cannabis-type
India	Cannabis-type
India	Cannabis-type
India	Cannabis-type
India	Cocaine-type
India	Hallucinogens
India	Hallucinogens
India	Non-specified
India	Non-specified
India	Opioids
India	Opioids
India	Opioids
India	Opioids
India	Opioids
India	Opioids
India	Opioids
India	Opioids
India	Opioids
India	Opioids
India	Sedatives and Tranquillizers
India	Sedatives and Tranquillizers
India	Sedatives and Tranquillizers
India	Substances not under international control
India	Substances not under international control
India	Substances not under international control
India	ATS
India	ATS
India	ATS
India	Cannabis-type
India	Cannabis-type
India	Cocaine-type
India	Cocaine-type
India	Hallucinogens
India	Hallucinogens
India	Hallucinogens
India	Opioids
India	Opioids
India	Opioids
India	Precursors
India	Precursors
India	Precursors
India	Sedatives and Tranquillizers
India	Substances not under international control
India	ATS
India	ATS
India	ATS
India	ATS
India	Cannabis-type
India	Cannabis-type
India	Cocaine-type
India	Opioids
India	Opioids
India	Opioids
India	Opioids
India	Opioids
India	Opioids
India	Precursors
India	Sedatives and Tranquillizers
India	Sedatives and Tranquillizers
India	Sedatives and Tranquillizers
India	Sedatives and Tranquillizers
India	Sedatives and Tranquillizers
India	Sedatives and Tranquillizers
India	Substances not under international control
India	Substances not under international control
India	Substances not under international control
India	ATS
India	ATS
India	ATS
India	Cannabis-type
India	Cannabis-type
India	Cocaine-type
India	Hallucinogens
India	Opioids
India	Opioids
India	Opioids
India	Precursors
India	Precursors
India	Sedatives and Tranquillizers
India	Sedatives and Tranquillizers
India	Sedatives and Tranquillizers
India	Substances not under international control
India	Substances not under international control
Nepal	ATS
Nepal	ATS
Nepal	Cannabis-type
Nepal	Cannabis-type
Nepal	Cocaine-type
Nepal	Opioids
Nepal	Opioids
Nepal	Opioids
Nepal	Precursors
Nepal	Sedatives and Tranquillizers
Nepal	Sedatives and Tranquillizers
Nepal	ATS
Nepal	Cannabis-type
Nepal	Cannabis-type
Nepal	Cocaine-type
Nepal	Opioids
Nepal	Opioids
Nepal	Opioids
Nepal	Sedatives and Tranquillizers
Sri Lanka	ATS
Sri Lanka	Cannabis-type
Sri Lanka	Cannabis-type
Sri Lanka	Cocaine-type
Sri Lanka	Opioids
Sri Lanka	Other miscellaneous
Sri Lanka	Other miscellaneous
Sri Lanka	Other miscellaneous
Sri Lanka	ATS
Sri Lanka	Cannabis-type
Sri Lanka	Cannabis-type
Sri Lanka	Cocaine-type
Sri Lanka	Non-specified
Sri Lanka	Opioids
Sri Lanka	ATS
Sri Lanka	ATS
Sri Lanka	Cannabis-type
Sri Lanka	Cannabis-type
Sri Lanka	Cocaine-type
Sri Lanka	Non-specified
Sri Lanka	Opioids
Sri Lanka	Opioids
Sri Lanka	ATS
Sri Lanka	Cannabis-type
Sri Lanka	Cannabis-type
Sri Lanka	Cocaine-type
Sri Lanka	Hallucinogens
Sri Lanka	Opioids
Sri Lanka	Opioids
Sri Lanka	Cannabis-type
Sri Lanka	Cannabis-type
Sri Lanka	Cocaine-type
Sri Lanka	Opioids
Sri Lanka	Opioids
Belarus	ATS
Belarus	ATS
Belarus	ATS
Belarus	Cannabis-type
Belarus	Cannabis-type
Belarus	Cannabis-type
Belarus	Cannabis-type
Belarus	Hallucinogens
Belarus	Opioids
Belarus	Opioids
Belarus	Opioids
Belarus	Opioids
Belarus	Opioids
Belarus	Opioids
Belarus	Substances not under international control
Belarus	Substances not under international control
Belarus	ATS
Belarus	ATS
Belarus	ATS
Belarus	Cannabis-type
Belarus	Cannabis-type
Belarus	Cannabis-type
Belarus	Cannabis-type
Belarus	Cocaine-type
Belarus	Hallucinogens
Belarus	Hallucinogens
Belarus	Opioids
Belarus	Opioids
Belarus	Opioids
Belarus	Opioids
Belarus	Opioids
Belarus	Substances not under international control
Belarus	Substances not under international control
Belarus	ATS
Belarus	ATS
Belarus	Cannabis-type
Belarus	Cannabis-type
Belarus	Cannabis-type
Belarus	Cocaine-type
Belarus	Hallucinogens
Belarus	Opioids
Belarus	Opioids
Belarus	Opioids
Belarus	Opioids
Belarus	Opioids
Belarus	ATS
Belarus	ATS
Belarus	ATS
Belarus	Cannabis-type
Belarus	Cannabis-type
Belarus	Cannabis-type
Belarus	Cannabis-type
Belarus	Cocaine-type
Belarus	Hallucinogens
Belarus	Opioids
Belarus	Opioids
Belarus	Opioids
Belarus	Opioids
Belarus	Opioids
Belarus	Opioids
Belarus	Substances not under international control
Republic of Moldova	ATS
Republic of Moldova	ATS
Republic of Moldova	ATS
Republic of Moldova	Cannabis-type
Republic of Moldova	Cannabis-type
Republic of Moldova	Cannabis-type
Republic of Moldova	Cannabis-type
Republic of Moldova	Cocaine-type
Republic of Moldova	Hallucinogens
Republic of Moldova	Opioids
Republic of Moldova	Opioids
Republic of Moldova	Opioids
Republic of Moldova	Opioids
Republic of Moldova	Opioids
Republic of Moldova	ATS
Republic of Moldova	ATS
Republic of Moldova	ATS
Republic of Moldova	Cannabis-type
Republic of Moldova	Cannabis-type
Republic of Moldova	Cannabis-type
Republic of Moldova	Cannabis-type
Republic of Moldova	Cocaine-type
Republic of Moldova	Hallucinogens
Republic of Moldova	Opioids
Republic of Moldova	Opioids
Republic of Moldova	Substances not under international control
Republic of Moldova	ATS
Republic of Moldova	ATS
Republic of Moldova	ATS
Republic of Moldova	ATS
Republic of Moldova	Cannabis-type
Republic of Moldova	Cannabis-type
Republic of Moldova	Cannabis-type
Republic of Moldova	Cannabis-type
Republic of Moldova	Cocaine-type
Republic of Moldova	Cocaine-type
Republic of Moldova	Opioids
Republic of Moldova	Opioids
Republic of Moldova	Substances not under international control
Republic of Moldova	ATS
Republic of Moldova	ATS
Republic of Moldova	ATS
Republic of Moldova	Cannabis-type
Republic of Moldova	Cannabis-type
Republic of Moldova	Cannabis-type
Republic of Moldova	Substances not under international control
Republic of Moldova	ATS
Republic of Moldova	ATS
Republic of Moldova	ATS
Republic of Moldova	Cannabis-type
Republic of Moldova	Cannabis-type
Republic of Moldova	Cannabis-type
Republic of Moldova	Cannabis-type
Republic of Moldova	Cocaine-type
Republic of Moldova	Opioids
Republic of Moldova	Substances not under international control
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cocaine-type
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Other miscellaneous
Russian Federation	Precursors
Russian Federation	Substances not under international control
Russian Federation	Substances not under international control
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cocaine-type
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Other miscellaneous
Russian Federation	Precursors
Russian Federation	Substances not under international control
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cocaine-type
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Substances not under international control
Russian Federation	Substances not under international control
Russian Federation	Substances not under international control
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cocaine-type
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Substances not under international control
Russian Federation	Substances not under international control
Russian Federation	Substances not under international control
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	ATS
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cannabis-type
Russian Federation	Cocaine-type
Russian Federation	Cocaine-type
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Opioids
Russian Federation	Other miscellaneous
Russian Federation	Precursors
Russian Federation	Precursors
Russian Federation	Sedatives and Tranquillizers
Russian Federation	Sedatives and Tranquillizers
Russian Federation	Sedatives and Tranquillizers
Russian Federation	Sedatives and Tranquillizers
Russian Federation	Sedatives and Tranquillizers
Russian Federation	Substances not under international control
Russian Federation	Substances not under international control
Russian Federation	Substances not under international control
Russian Federation	Substances not under international control
Ukraine	ATS
Ukraine	ATS
Ukraine	ATS
Ukraine	Cannabis-type
Ukraine	Cannabis-type
Ukraine	Cannabis-type
Ukraine	Cocaine-type
Ukraine	Hallucinogens
Ukraine	Opioids
Ukraine	Opioids
Ukraine	Opioids
Ukraine	Opioids
Ukraine	Other miscellaneous
Ukraine	Substances not under international control
Ukraine	ATS
Ukraine	ATS
Ukraine	ATS
Ukraine	Cannabis-type
Ukraine	Cannabis-type
Ukraine	Cocaine-type
Ukraine	Opioids
Ukraine	ATS
Ukraine	ATS
Ukraine	ATS
Ukraine	Cannabis-type
Ukraine	Cocaine-type
Ukraine	Opioids
Ukraine	Opioids
Ukraine	ATS
Ukraine	ATS
Ukraine	ATS
Ukraine	ATS
Ukraine	ATS
Ukraine	Cannabis-type
Ukraine	Cannabis-type
Ukraine	Cannabis-type
Ukraine	Cocaine-type
Ukraine	Cocaine-type
Ukraine	Hallucinogens
Ukraine	Hallucinogens
Ukraine	Hallucinogens
Ukraine	Opioids
Ukraine	Opioids
Ukraine	Opioids
Ukraine	Opioids
Ukraine	Opioids
Ukraine	Opioids
Ukraine	Opioids
Ukraine	Opioids
Ukraine	Opioids
Ukraine	Opioids
Ukraine	Opioids
Ukraine	Opioids
Ukraine	Opioids
Ukraine	Other miscellaneous
Ukraine	Sedatives and Tranquillizers
Ukraine	Substances not under international control
Ukraine	Substances not under international control
Albania	ATS
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cocaine-type
Albania	Opioids
Albania	Opioids
Albania	ATS
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cocaine-type
Albania	Opioids
Albania	Opioids
Albania	Opioids
Albania	Substances not under international control
Albania	ATS
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cocaine-type
Albania	Opioids
Albania	Opioids
Albania	Precursors
Albania	Substances not under international control
Albania	ATS
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cocaine-type
Albania	Opioids
Albania	Opioids
Albania	Sedatives and Tranquillizers
Albania	Sedatives and Tranquillizers
Albania	ATS
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cannabis-type
Albania	Cocaine-type
Albania	Opioids
Albania	Opioids
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cocaine-type
Bosnia and Herzegovina	Cocaine-type
Bosnia and Herzegovina	Opioids
Bosnia and Herzegovina	Opioids
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cocaine-type
Bosnia and Herzegovina	Opioids
Bosnia and Herzegovina	Opioids
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cocaine-type
Bosnia and Herzegovina	Cocaine-type
Bosnia and Herzegovina	Opioids
Bosnia and Herzegovina	Opioids
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cocaine-type
Bosnia and Herzegovina	Non-specified
Bosnia and Herzegovina	Non-specified
Bosnia and Herzegovina	Opioids
Bosnia and Herzegovina	Opioids
Bosnia and Herzegovina	Opioids
Bosnia and Herzegovina	Opioids
Bosnia and Herzegovina	Other miscellaneous
Bosnia and Herzegovina	Sedatives and Tranquillizers
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	ATS
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cannabis-type
Bosnia and Herzegovina	Cocaine-type
Bosnia and Herzegovina	Cocaine-type
Bosnia and Herzegovina	Hallucinogens
Bosnia and Herzegovina	Opioids
Bosnia and Herzegovina	Opioids
Bosnia and Herzegovina	Sedatives and Tranquillizers
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	Cannabis-type
Bulgaria	Cannabis-type
Bulgaria	Cannabis-type
Bulgaria	Cocaine-type
Bulgaria	Hallucinogens
Bulgaria	Opioids
Bulgaria	Opioids
Bulgaria	Sedatives and Tranquillizers
Bulgaria	Sedatives and Tranquillizers
Bulgaria	Substances not under international control
Bulgaria	Substances not under international control
Bulgaria	Substances not under international control
Bulgaria	Substances not under international control
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	Cannabis-type
Bulgaria	Cannabis-type
Bulgaria	Cannabis-type
Bulgaria	Cocaine-type
Bulgaria	Hallucinogens
Bulgaria	Hallucinogens
Bulgaria	Opioids
Bulgaria	Opioids
Bulgaria	Opioids
Bulgaria	Sedatives and Tranquillizers
Bulgaria	Substances not under international control
Bulgaria	Substances not under international control
Bulgaria	Substances not under international control
Bulgaria	Substances not under international control
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	Cannabis-type
Bulgaria	Cannabis-type
Bulgaria	Cannabis-type
Bulgaria	Cannabis-type
Bulgaria	Cannabis-type
Bulgaria	Cocaine-type
Bulgaria	Cocaine-type
Bulgaria	Opioids
Bulgaria	Opioids
Bulgaria	Opioids
Bulgaria	Sedatives and Tranquillizers
Bulgaria	Sedatives and Tranquillizers
Bulgaria	Substances not under international control
Bulgaria	Substances not under international control
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	Cannabis-type
Bulgaria	Cannabis-type
Bulgaria	Cannabis-type
Bulgaria	Cannabis-type
Bulgaria	Cocaine-type
Bulgaria	Hallucinogens
Bulgaria	Opioids
Bulgaria	Opioids
Bulgaria	Opioids
Bulgaria	Sedatives and Tranquillizers
Bulgaria	Sedatives and Tranquillizers
Bulgaria	Substances not under international control
Bulgaria	Substances not under international control
Bulgaria	Substances not under international control
Bulgaria	Substances not under international control
Bulgaria	Substances not under international control
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	ATS
Bulgaria	Cannabis-type
Bulgaria	Cannabis-type
Bulgaria	Cannabis-type
Bulgaria	Cannabis-type
Bulgaria	Cannabis-type
Bulgaria	Cocaine-type
Bulgaria	Cocaine-type
Bulgaria	Hallucinogens
Bulgaria	Opioids
Bulgaria	Opioids
Bulgaria	Opioids
Bulgaria	Substances not under international control
Bulgaria	Substances not under international control
Croatia	ATS
Croatia	ATS
Croatia	Cannabis-type
Croatia	Cannabis-type
Croatia	Cannabis-type
Croatia	Cannabis-type
Croatia	Cocaine-type
Croatia	Hallucinogens
Croatia	Opioids
Croatia	Sedatives and Tranquillizers
Croatia	ATS
Croatia	ATS
Croatia	ATS
Croatia	Cannabis-type
Croatia	Cannabis-type
Croatia	Cannabis-type
Croatia	Cannabis-type
Croatia	Cocaine-type
Croatia	Cocaine-type
Croatia	Hallucinogens
Croatia	Opioids
Croatia	Sedatives and Tranquillizers
Croatia	ATS
Croatia	ATS
Croatia	ATS
Croatia	Cannabis-type
Croatia	Cannabis-type
Croatia	Cannabis-type
Croatia	Cocaine-type
Croatia	Hallucinogens
Croatia	Opioids
Croatia	Sedatives and Tranquillizers
Croatia	ATS
Croatia	ATS
Croatia	ATS
Croatia	Cannabis-type
Croatia	Cannabis-type
Croatia	Cannabis-type
Croatia	Cocaine-type
Croatia	Hallucinogens
Croatia	Opioids
Croatia	Sedatives and Tranquillizers
Croatia	ATS
Croatia	ATS
Croatia	ATS
Croatia	Cannabis-type
Croatia	Cannabis-type
Croatia	Cannabis-type
Croatia	Cocaine-type
Croatia	Hallucinogens
Croatia	Opioids
Kosovo under UNSCR 1244	ATS
Kosovo under UNSCR 1244	Cannabis-type
Kosovo under UNSCR 1244	Cannabis-type
Kosovo under UNSCR 1244	Cannabis-type
Kosovo under UNSCR 1244	Cocaine-type
Kosovo under UNSCR 1244	Opioids
Montenegro	ATS
Montenegro	ATS
Montenegro	ATS
Montenegro	ATS
Montenegro	Cannabis-type
Montenegro	Cannabis-type
Montenegro	Cocaine-type
Montenegro	Non-specified
Montenegro	Non-specified
Montenegro	Opioids
Montenegro	ATS
Montenegro	ATS
Montenegro	ATS
Montenegro	ATS
Montenegro	ATS
Montenegro	Cannabis-type
Montenegro	Cannabis-type
Montenegro	Cannabis-type
Montenegro	Cannabis-type
Montenegro	Cocaine-type
Montenegro	Opioids
Montenegro	Opioids
Montenegro	Opioids
Montenegro	Opioids
Montenegro	ATS
Montenegro	ATS
Montenegro	Cannabis-type
Montenegro	Cannabis-type
Montenegro	Cannabis-type
Montenegro	Cannabis-type
Montenegro	Cocaine-type
Montenegro	Hallucinogens
Montenegro	Opioids
Montenegro	Opioids
Montenegro	Sedatives and Tranquillizers
Montenegro	Sedatives and Tranquillizers
Montenegro	Sedatives and Tranquillizers
Montenegro	Sedatives and Tranquillizers
Montenegro	Sedatives and Tranquillizers
Montenegro	ATS
Montenegro	ATS
Montenegro	ATS
Montenegro	Cannabis-type
Montenegro	Cannabis-type
Montenegro	Cannabis-type
Montenegro	Cannabis-type
Montenegro	Cocaine-type
Montenegro	Hallucinogens
Montenegro	Hallucinogens
Montenegro	Opioids
Montenegro	Opioids
Montenegro	Sedatives and Tranquillizers
Montenegro	Sedatives and Tranquillizers
Montenegro	ATS
Montenegro	ATS
Montenegro	Cannabis-type
Montenegro	Cannabis-type
Montenegro	Cocaine-type
Montenegro	Opioids
Montenegro	Opioids
Montenegro	Opioids
Montenegro	Sedatives and Tranquillizers
North Macedonia	ATS
North Macedonia	ATS
North Macedonia	ATS
North Macedonia	ATS
North Macedonia	ATS
North Macedonia	ATS
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cocaine-type
North Macedonia	Hallucinogens
North Macedonia	Opioids
North Macedonia	ATS
North Macedonia	ATS
North Macedonia	ATS
North Macedonia	ATS
North Macedonia	ATS
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cocaine-type
North Macedonia	Hallucinogens
North Macedonia	Opioids
North Macedonia	ATS
North Macedonia	ATS
North Macedonia	ATS
North Macedonia	ATS
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cocaine-type
North Macedonia	Hallucinogens
North Macedonia	Opioids
North Macedonia	Opioids
North Macedonia	ATS
North Macedonia	ATS
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	ATS
North Macedonia	ATS
North Macedonia	ATS
North Macedonia	ATS
North Macedonia	ATS
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cannabis-type
North Macedonia	Cocaine-type
North Macedonia	Opioids
North Macedonia	Opioids
North Macedonia	Opioids
North Macedonia	Opioids
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	Cannabis-type
Romania	Cannabis-type
Romania	Cannabis-type
Romania	Cannabis-type
Romania	Cocaine-type
Romania	Cocaine-type
Romania	Hallucinogens
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	Cannabis-type
Romania	Cannabis-type
Romania	Cannabis-type
Romania	Cannabis-type
Romania	Cocaine-type
Romania	Hallucinogens
Romania	Hallucinogens
Romania	Hallucinogens
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	Cannabis-type
Romania	Cannabis-type
Romania	Cannabis-type
Romania	Cannabis-type
Romania	Cocaine-type
Romania	Cocaine-type
Romania	Hallucinogens
Romania	Hallucinogens
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	Cannabis-type
Romania	Cannabis-type
Romania	Cannabis-type
Romania	Cannabis-type
Romania	Cocaine-type
Romania	Cocaine-type
Romania	Hallucinogens
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	Substances not under international control
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	ATS
Romania	Cannabis-type
Romania	Cannabis-type
Romania	Cannabis-type
Romania	Cannabis-type
Romania	Cannabis-type
Romania	Cocaine-type
Romania	Hallucinogens
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Opioids
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Sedatives and Tranquillizers
Romania	Substances not under international control
Romania	Substances not under international control
